City,State,Zip input,Miles,Roundtrip miles,RPM,Base rate,Fuel (32%),Linehaul + FSC
PARAMOUNT,CA,90723,5.7,11.4,16.47727273,290,92.8,382.8
LONG BEACH,CA,90815,5.7,11.4,16.47727273,290,92.8,382.8
LOS ANGELES,CA,90045,6.1,12.2,16.47727273,290,92.8,382.8
LOS ANGELES,CA,90002,6.4,12.8,16.47727273,290,92.8,382.8
LONG BEACH,CA,90808,8.4,16.8,16.47727273,290,92.8,382.8
ROSAMOND,CA,93560,8.9,17.8,16.47727273,290,92.8,382.8
TORRANCE,CA,90504,9.3,18.6,16.47727273,290,92.8,382.8
LONG BEACH,CA,90810,9.8,19.6,16.47727273,290,92.8,382.8
CARSON,CA,90745,10.1,20.2,16.47727273,290,92.8,382.8
SEAL BEACH,CA,90740,10.3,20.6,16.47727273,290,92.8,382.8
LONG BEACH,CA,90802,10.4,20.8,16.47727273,290,92.8,382.8
LOS ALAMOS,CA,93440,11,22,11.8852459,290,92.8,382.8
WILDOMAR,CA,92595,11.1,22.2,11.8852459,290,92.8,382.8
PACIFIC PALISADES,CA,90272,12.3,24.6,11.8852459,290,92.8,382.8
COMPTON,CA,90220,12.3,24.6,11.8852459,290,92.8,382.8
ATWOOD,CA,92811,12.5,25,11.8852459,290,92.8,382.8
SUNSET BEACH,CA,90742,13.1,26.2,11.328125,290,92.8,382.8
PALOS VERDES ESTATES,CA,90274,13.3,26.6,10.58394161,290,92.8,382.8
HERMOSA BEACH,CA,90254,13.8,27.6,10.58394161,290,92.8,382.8
LOS ALAMITOS,CA,90720,14.2,28.4,10.58394161,290,92.8,382.8
LONG BEACH,CA,90809,14.2,28.4,10.58394161,290,92.8,382.8
LONG BEACH,CA,90804,14.9,29.8,9.731543624,290,92.8,382.8
KEENE,CA,93531,14.9,29.8,9.731543624,290,92.8,382.8
SANTA MONICA,CA,90405,15,30,9.731543624,290,92.8,382.8
BAKERSFIELD,CA,93306,15,30,9.731543624,290,92.8,382.8
LONG BEACH,CA,90808,15,30,9.731543624,290,92.8,382.8
VISALIA,CA,93292,15.2,30.4,9.415584416,290,92.8,382.8
LIKELY,CA,96116,15.6,31.2,9.35483871,290,92.8,382.8
SEAL BEACH,CA,90740,15.7,31.4,9.17721519,290,92.8,382.8
EL SEGUNDO,CA,90245,15.8,31.6,9.17721519,290,92.8,382.8
VERNON,CA,90058,15.8,31.6,9.17721519,290,92.8,382.8
WILMINGTON,CA,90744,16,32,9.0625,290,92.8,382.8
LOS ANGELES,CA,90017,16.2,32.4,9.0625,290,92.8,382.8
LONG BEACH,CA,90803,16.4,32.8,8.787878788,290,92.8,382.8
LONG BEACH,CA,90807,16.4,32.8,8.787878788,290,92.8,382.8
MORRO BAY,CA,93442,16.7,33.4,8.787878788,290,92.8,382.8
MAGALIA,CA,95954,17.1,34.2,8.787878788,290,92.8,382.8
LAWNDALE,CA,90260,17.3,34.6,8.146067416,290,92.8,382.8
RIVERSIDE,CA,92503,17.3,34.6,8.146067416,290,92.8,382.8
LONG BEACH,CA,90805,17.8,35.6,8.146067416,290,92.8,382.8
FRESNO,CA,93725,18.1,36.2,8.011049724,290,92.8,382.8
DOWNEY,CA,90241,18.2,36.4,7.967032967,290,92.8,382.8
LOMITA,CA,90717,18.4,36.8,7.967032967,290,92.8,382.8
REDONDO BEACH,CA,90278,18.8,37.6,7.712765957,290,92.8,382.8
SOUTH GATE,CA,90280,18.8,37.6,7.712765957,290,92.8,382.8
SOUTH PASADENA,CA,91030,18.8,37.6,7.712765957,290,92.8,382.8
MARINA DEL REY,CA,90292,19,38,7.631578947,290,92.8,382.8
HUNTINGTON PARK,CA,90255,19.5,39,7.435897436,290,92.8,382.8
PLAYA DEL REY,CA,90293,19.6,39.2,7.435897436,290,92.8,382.8
STANTON,CA,90680,19.8,39.6,7.435897436,290,92.8,382.8
PALOS VERDES PENINSULA,CA,90274,19.9,39.8,7.178217822,290,92.8,382.8
CULVER CITY,CA,90232,19.9,39.8,7.178217822,290,92.8,382.8
GARDEN GROVE,CA,92846,20,40,7.178217822,290,92.8,382.8
TORRANCE,CA,90503,20.1,40.2,7.178217822,290,92.8,382.8
SAN PEDRO,CA,90734,20.1,40.2,7.178217822,290,92.8,382.8
CAMARILLO,CA,93010,20.2,40.4,7.178217822,290,92.8,382.8
MANHATTAN BEACH,CA,90266,20.6,41.2,7.073170732,290,92.8,382.8
FRESNO,CA,93728,20.6,41.2,7.073170732,290,92.8,382.8
TORRANCE,CA,90503,20.8,41.6,7.073170732,290,92.8,382.8
LOS ANGELES,CA,90012,21,42,6.807511737,290,92.8,382.8
PASADENA,CA,91105,21,42,6.807511737,290,92.8,382.8
MALIBU,CA,90265,21.1,42.2,6.807511737,290,92.8,382.8
LOS ANGELES,CA,90039,21.1,42.2,6.807511737,290,92.8,382.8
LOS ANGELES,CA,90041,21.2,42.4,6.807511737,290,92.8,382.8
MONTEBELLO,CA,90640,21.9,43.8,6.651376147,290,92.8,382.8
BREA,CA,92822,21.9,43.8,6.651376147,290,92.8,382.8
SANTA ANA,CA,92735,21.9,43.8,6.651376147,290,92.8,382.8
SAN SIMEON,CA,93452,22,44,6.561085973,290,92.8,382.8
SANTA RITA PARK,CA,93661,22,44,6.561085973,290,92.8,382.8
LOS ANGELES,CA,90001,22.4,44.8,6.502242152,290,92.8,382.8
HARBOR CITY,CA,90710,22.6,45.2,6.444444444,290,92.8,382.8
LEBEC,CA,93243,22.9,45.8,6.304347826,290,92.8,382.8
MANHATTAN BEACH,CA,90266,23.2,46.4,6.25,290,92.8,382.8
PASADENA,CA,91104,23.3,46.6,6.196581197,290,92.8,382.8
LOS ANGELES,CA,90042,23.5,47,6.196581197,290,92.8,382.8
GARDENA,CA,90247,23.6,47.2,6.11814346,290,92.8,382.8
REDONDO BEACH,CA,90277,23.6,47.2,6.11814346,290,92.8,382.8
HUNTINGTON PARK,CA,90255,23.6,47.2,6.11814346,290,92.8,382.8
LOS ANGELES,CA,90034,23.9,47.8,6.066945607,290,92.8,382.8
ANAHEIM,CA,92816,23.9,47.8,6.066945607,290,92.8,382.8
LA PUENTE,CA,91746,23.9,47.8,6.066945607,290,92.8,382.8
LOS ANGELES,CA,90042,24.1,48.2,6.01659751,290,92.8,382.8
DANA POINT,CA,92629,24.1,48.2,6.01659751,290,92.8,382.8
LAGUNA BEACH,CA,92652,24.2,48.4,6.01659751,290,92.8,382.8
INGLEWOOD,CA,90303,24.5,49,5.967078189,290,92.8,382.8
LOS ANGELES,CA,90032,24.9,49.8,5.870445344,292.3481781,93.551417,385.8995951
LOS ANGELES,CA,90013,25,50,5.870445344,293.5222672,93.92712551,387.4493927
LOS ANGELES,CA,90071,25.1,50.2,5.870445344,294.6963563,94.30283401,388.9991903
LAKEWOOD,CA,90714,25.2,50.4,5.870445344,295.8704453,94.67854251,390.5489879
LOS ANGELES,CA,90043,25.2,50.4,5.870445344,295.8704453,94.67854251,390.5489879
TRABUCO CANYON,CA,92678,25.3,50.6,6.492248062,328.5077519,105.1224806,433.6302326
LAKE FOREST,CA,92630,25.3,50.6,6.492248062,328.5077519,105.1224806,433.6302326
IRVINE,CA,92623,25.4,50.8,6.492248062,329.8062016,105.5379845,435.344186
APPLE VALLEY,CA,92307,25.6,51.2,6.492248062,332.4031008,106.3689922,438.772093
PORTER RANCH,CA,91326,25.6,51.2,6.492248062,332.4031008,106.3689922,438.772093
IRVINE,CA,92602,25.7,51.4,6.492248062,333.7015504,106.7844961,440.4860465
BUENA PARK,CA,90621,25.9,51.8,6.492248062,336.2984496,107.6155039,443.9139535
FULLERTON,CA,92834,25.9,51.8,6.492248062,336.2984496,107.6155039,443.9139535
MIRAMONTE,CA,93641,25.9,51.8,6.492248062,336.2984496,107.6155039,443.9139535
NORWALK,CA,90650,26.4,52.8,6.368821293,336.2737643,107.6076046,443.8813688
ALHAMBRA,CA,91802,26.6,53.2,6.320754717,336.2641509,107.6045283,443.8686792
LOS ANGELES,CA,90024,26.6,53.2,6.320754717,336.2641509,107.6045283,443.8686792
INGLEWOOD,CA,90304,26.7,53.4,6.320754717,337.5283019,108.0090566,445.5373585
LOS ANGELES,CA,90037,26.8,53.6,6.320754717,338.7924528,108.4135849,447.2060377
LOS ANGELES,CA,90064,27.3,54.6,6.135531136,335,107.2,442.2
LOS ANGELES,CA,90075,27.5,55,6.135531136,337.4542125,107.985348,445.4395604
WEST HOLLYWOOD,CA,90048,27.5,55,6.135531136,337.4542125,107.985348,445.4395604
JURUPA VALLEY,CA,91752,27.5,55,6.135531136,337.4542125,107.985348,445.4395604
FAWNSKIN,CA,92333,27.5,55,6.135531136,337.4542125,107.985348,445.4395604
MIDWAY CITY,CA,92655,27.7,55.4,6.135531136,339.9084249,108.770696,448.6791209
WHITTIER,CA,90601,28,56,5.960854093,333.8078292,106.8185053,440.6263345
LOS ANGELES,CA,90061,28.1,56.2,5.960854093,335,107.2,442.2
ROWLAND HEIGHTS,CA,91748,28.1,56.2,5.960854093,335,107.2,442.2
RANCHO SANTA MARGARITA,CA,92688,28.2,56.4,5.960854093,336.1921708,107.5814947,443.7736655
LOS ANGELES,CA,90044,28.4,56.8,5.918727915,336.1837456,107.5787986,443.7625442
EL MONTE,CA,91734,28.4,56.8,5.918727915,336.1837456,107.5787986,443.7625442
PICO RIVERA,CA,90660,28.4,56.8,5.918727915,336.1837456,107.5787986,443.7625442
FULLERTON,CA,92836,28.5,57,5.836236934,332.6655052,106.4529617,439.1184669
ANAHEIM,CA,92809,28.5,57,5.836236934,332.6655052,106.4529617,439.1184669
WEST COVINA,CA,91791,28.6,57.2,5.836236934,333.8327526,106.8264808,440.6592334
PICO RIVERA,CA,90660,28.9,57.8,5.775862069,333.8448276,106.8303448,440.6751724
LOS ANGELES,CA,90064,28.9,57.8,5.775862069,333.8448276,106.8303448,440.6751724
FORT IRWIN,CA,92310,29,58,5.775862069,335,107.2,442.2
LOS ANGELES,CA,90018,29,58,5.775862069,335,107.2,442.2
WESTMINSTER,CA,92684,29.2,58.4,5.775862069,337.3103448,107.9393103,445.2496552
SAN JOAQUIN,CA,93660,29.2,58.4,5.775862069,337.3103448,107.9393103,445.2496552
LOS ANGELES,CA,90015,29.3,58.6,5.775862069,338.4655172,108.3089655,446.7744828
TOPANGA,CA,90290,29.3,58.6,5.775862069,338.4655172,108.3089655,446.7744828
ROSEMEAD,CA,91770,29.4,58.8,5.63973064,331.6161616,106.1171717,437.7333333
GARDENA,CA,90249,29.5,59,5.63973064,332.7441077,106.4781145,439.2222222
LOS OSOS,CA,93402,29.5,59,5.63973064,332.7441077,106.4781145,439.2222222
LOS ANGELES,CA,90021,29.5,59,5.63973064,332.7441077,106.4781145,439.2222222
PICO RIVERA,CA,90660,29.5,59,5.63973064,332.7441077,106.4781145,439.2222222
BEVERLY HILLS,CA,90209,29.5,59,5.63973064,332.7441077,106.4781145,439.2222222
LA PUENTE,CA,91747,29.7,59.4,5.63973064,335,107.2,442.2
LOS ANGELES,CA,90022,29.8,59.6,5.63973064,336.1279461,107.5609428,443.6888889
OAKHURST,CA,93644,29.9,59.8,5.63973064,337.2558923,107.9218855,445.1777778
WHITTIER,CA,90605,29.9,59.8,5.63973064,337.2558923,107.9218855,445.1777778
SAN GABRIEL,CA,91778,30.1,60.2,6.167763158,371.2993421,118.8157895,490.1151316
LOS ANGELES,CA,90063,30.2,60.4,6.167763158,372.5328947,119.2105263,491.7434211
LA VERNE,CA,91750,30.3,60.6,6.167763158,373.7664474,119.6052632,493.3717105
LOS ANGELES,CA,90057,30.4,60.8,6.167763158,375,120,495
LOS ANGELES,CA,90004,30.4,60.8,6.167763158,375,120,495
WESTMINSTER,CA,92684,30.4,60.8,6.167763158,375,120,495
SANTA ANA,CA,92799,30.5,61,6.167763158,376.2335526,120.3947368,496.6282895
BALDWIN PARK,CA,91706,30.5,61,6.167763158,376.2335526,120.3947368,496.6282895
BIG CREEK,CA,93605,30.6,61.2,6.107491857,373.7785016,119.6091205,493.3876221
FULLERTON,CA,92837,30.7,61.4,6.107491857,375,120,495
ANAHEIM,CA,92814,30.7,61.4,6.107491857,375,120,495
LOS ANGELES,CA,90047,30.7,61.4,6.107491857,375,120,495
CULVER CITY,CA,90230,30.9,61.8,6.087662338,376.2175325,120.3896104,496.6071429
MONTEBELLO,CA,90640,30.9,61.8,6.087662338,376.2175325,120.3896104,496.6071429
AVILA BEACH,CA,93424,31,62,6.048387097,375,120,495
CYPRESS,CA,90630,31,62,6.048387097,375,120,495
LOS ANGELES,CA,90016,31.1,62.2,6.048387097,376.2096774,120.3870968,496.5967742
NEWPORT BEACH,CA,92658,31.3,62.6,5.952380952,372.6190476,119.2380952,491.8571429
LOS ANGELES,CA,90093,31.4,62.8,5.952380952,373.8095238,119.6190476,493.4285714
